Dataset,Model,PacketLoss,Topology,Agents,Alpha,AttackType,Run,Accuracy,Precision,Recall,F1_score
TON,Logistic Regression,0.0,fully,5,0.5,DoS,3,0.473,0.4971,0.5115,0.5042
TON,Logistic Regression,0.0,fully,5,0.5,Recon,1,0.518,0.443,0.5629,0.4958
TON,Logistic Regression,0.0,fully,5,0.5,Recon,2,0.478,0.5635,0.4365,0.4919
TON,Logistic Regression,0.0,fully,5,0.5,Recon,3,0.5172,0.5424,0.4443,0.4885
TON,Logistic Regression,0.0,fully,5,0.5,Exploit,1,0.4697,0.4763,0.463,0.4696
TON,Logistic Regression,0.0,fully,5,0.5,Exploit,2,0.4834,0.4633,0.5072,0.4842
TON,Logistic Regression,0.0,fully,5,0.5,Exploit,3,0.4651,0.4601,0.452,0.456
TON,Logistic Regression,0.0,fully,5,1.0,DoS,1,0.542,0.4681,0.5762,0.5166
TON,Logistic Regression,0.0,fully,5,1.0,DoS,2,0.5208,0.5037,0.5492,0.5255
TON,Logistic Regression,0.0,fully,5,1.0,DoS,3,0.4889,0.4667,0.5326,0.4975
TON,Logistic Regression,0.0,fully,5,1.0,Recon,1,0.532,0.4992,0.5391,0.5184
TON,Logistic Regression,0.0,fully,5,1.0,Recon,2,0.4892,0.4994,0.4847,0.4919
TON,Logistic Regression,0.0,fully,5,1.0,Recon,3,0.4822,0.4971,0.5302,0.5131
TON,Logistic Regression,0.0,fully,5,1.0,Exploit,1,0.4449,0.4533,0.4864,0.4693
TON,Logistic Regression,0.0,fully,5,1.0,Exploit,2,0.5441,0.4822,0.511,0.4962
TON,Logistic Regression,0.0,fully,5,1.0,Exploit,3,0.4415,0.47,0.458,0.4639
TON,Logistic Regression,0.0,fully,8,0.3,DoS,1,0.4461,0.4968,0.4884,0.4926
TON,Logistic Regression,0.0,fully,8,0.3,DoS,2,0.4998,0.5606,0.457,0.5036
TON,Logistic Regression,0.0,fully,8,0.3,DoS,3,0.5023,0.5346,0.4765,0.5039
TON,Logistic Regression,0.0,fully,8,0.3,Recon,1,0.498,0.403,0.5674,0.4713
TON,Logistic Regression,0.0,fully,8,0.3,Recon,2,0.483,0.4479,0.5131,0.4783
TON,Logistic Regression,0.0,fully,8,0.3,Recon,3,0.4839,0.4554,0.4882,0.4712
TON,Logistic Regression,0.0,fully,8,0.3,Exploit,1,0.4239,0.4813,0.4224,0.4499
TON,Logistic Regression,0.0,fully,8,0.3,Exploit,2,0.4884,0.5177,0.4139,0.4601
TON,Logistic Regression,0.0,fully,8,0.3,Exploit,3,0.4628,0.4432,0.5035,0.4715
TON,Logistic Regression,0.0,fully,8,0.5,DoS,1,0.5143,0.5172,0.515,0.5161
TON,Logistic Regression,0.0,fully,8,0.5,DoS,2,0.4858,0.5081,0.5211,0.5145
TON,Logistic Regression,0.0,fully,8,0.5,DoS,3,0.4812,0.5347,0.4825,0.5073
TON,Logistic Regression,0.0,fully,8,0.5,Recon,1,0.4957,0.4676,0.5195,0.4922
TON,Logistic Regression,0.0,fully,8,0.5,Recon,2,0.5027,0.5335,0.4516,0.4892
TON,Logistic Regression,0.0,fully,8,0.5,Recon,3,0.4606,0.4955,0.4568,0.4753
TON,Logistic Regression,0.0,fully,8,0.5,Exploit,1,0.4667,0.4858,0.4673,0.4763
TON,Logistic Regression,0.0,fully,8,0.5,Exploit,2,0.4872,0.4752,0.524,0.4984
TON,Logistic Regression,0.0,fully,8,0.5,Exploit,3,0.4978,0.4582,0.4934,0.4752
TON,Logistic Regression,0.0,fully,8,1.0,DoS,1,0.5839,0.5857,0.4914,0.5344
TON,Logistic Regression,0.0,fully,8,1.0,DoS,2,0.486,0.5117,0.5074,0.5095
TON,Logistic Regression,0.0,fully,8,1.0,DoS,3,0.4929,0.4944,0.5337,0.5133
TON,Logistic Regression,0.0,fully,8,1.0,Recon,1,0.4649,0.4849,0.4936,0.4892
TON,Logistic Regression,0.0,fully,8,1.0,Recon,2,0.5755,0.4901,0.5484,0.5176
TON,Logistic Regression,0.0,fully,8,1.0,Recon,3,0.4723,0.5004,0.4961,0.4982
TON,Logistic Regression,0.0,fully,8,1.0,Exploit,1,0.5284,0.5542,0.4908,0.5206
TON,Logistic Regression,0.0,fully,8,1.0,Exploit,2,0.4525,0.4811,0.4686,0.4748
TON,Logistic Regression,0.0,fully,8,1.0,Exploit,3,0.5199,0.5412,0.4947,0.5169
TON,Logistic Regression,0.0,random,5,0.3,DoS,1,0.4644,0.419,0.4824,0.4485
TON,Logistic Regression,0.0,random,5,0.3,DoS,2,0.4733,0.5365,0.4738,0.5032
TON,Logistic Regression,0.0,random,5,0.3,DoS,3,0.458,0.52,0.4624,0.4895
TON,Logistic Regression,0.0,random,5,0.3,Recon,1,0.459,0.4731,0.4569,0.4649
TON,Logistic Regression,0.0,random,5,0.3,Recon,2,0.4309,0.4274,0.4474,0.4372
TON,Logistic Regression,0.0,random,5,0.3,Recon,3,0.4546,0.4459,0.481,0.4628
TON,Logistic Regression,0.0,random,5,0.3,Exploit,1,0.4487,0.4677,0.4419,0.4544
TON,Logistic Regression,0.0,random,5,0.3,Exploit,2,0.4105,0.4516,0.4461,0.4489
TON,Logistic Regression,0.0,random,5,0.3,Exploit,3,0.4629,0.4621,0.4622,0.4622
TON,Logistic Regression,0.0,random,5,0.5,DoS,1,0.4836,0.4558,0.5903,0.5144
TON,Logistic Regression,0.0,random,5,0.5,DoS,2,0.5075,0.5039,0.5043,0.5041
TON,Logistic Regression,0.0,random,5,0.5,DoS,3,0.5125,0.513,0.4746,0.4931
TON,Logistic Regression,0.0,random,5,0.5,Recon,1,0.4452,0.4794,0.4953,0.4873
TON,Logistic Regression,0.0,random,5,0.5,Recon,2,0.5068,0.5282,0.4596,0.4915
TON,Logistic Regression,0.0,random,5,0.5,Recon,3,0.4848,0.487,0.4482,0.4668
TON,Logistic Regression,0.0,random,5,0.5,Exploit,1,0.4904,0.4671,0.5228,0.4934
TON,Logistic Regression,0.0,random,5,0.5,Exploit,2,0.4589,0.4829,0.4795,0.4812
TON,Logistic Regression,0.0,random,5,0.5,Exploit,3,0.4786,0.4936,0.46,0.4762
TON,Logistic Regression,0.0,random,5,1.0,DoS,1,0.543,0.5055,0.5213,0.5133
TON,Logistic Regression,0.0,random,5,1.0,DoS,2,0.4974,0.4789,0.5155,0.4965
TON,Logistic Regression,0.0,random,5,1.0,DoS,3,0.5016,0.4783,0.5774,0.5232
TON,Logistic Regression,0.0,random,5,1.0,Recon,1,0.4371,0.4604,0.4585,0.4594
TON,Logistic Regression,0.0,random,5,1.0,Recon,2,0.4722,0.5041,0.4659,0.4842
TON,Logistic Regression,0.0,random,5,1.0,Recon,3,0.5071,0.4845,0.5028,0.4935
TON,Logistic Regression,0.0,random,5,1.0,Exploit,1,0.4847,0.4664,0.5098,0.4871
TON,Logistic Regression,0.0,random,5,1.0,Exploit,2,0.468,0.5075,0.4844,0.4957
TON,Logistic Regression,0.0,random,5,1.0,Exploit,3,0.5206,0.4573,0.5274,0.4898
TON,Logistic Regression,0.0,random,8,0.3,DoS,1,0.5087,0.5141,0.497,0.5054
TON,Logistic Regression,0.0,random,8,0.3,DoS,2,0.4802,0.5072,0.4681,0.4869
TON,Logistic Regression,0.0,random,8,0.3,DoS,3,0.4836,0.5197,0.4699,0.4935
TON,Logistic Regression,0.0,random,8,0.3,Recon,1,0.4428,0.4249,0.5032,0.4608
TON,Logistic Regression,0.0,random,8,0.3,Recon,2,0.4797,0.4645,0.4227,0.4426
TON,Logistic Regression,0.0,random,8,0.3,Recon,3,0.5119,0.4426,0.5522,0.4914
TON,Logistic Regression,0.0,random,8,0.3,Exploit,1,0.4838,0.4676,0.4959,0.4813
TON,Logistic Regression,0.0,random,8,0.3,Exploit,2,0.4088,0.4379,0.4222,0.4299
TON,Logistic Regression,0.0,random,8,0.3,Exploit,3,0.4798,0.4162,0.5217,0.463
TON,Logistic Regression,0.0,random,8,0.5,DoS,1,0.4988,0.4969,0.5462,0.5204
TON,Logistic Regression,0.0,random,8,0.5,DoS,2,0.4612,0.4647,0.4809,0.4727
TON,Logistic Regression,0.0,random,8,0.5,DoS,3,0.4731,0.4953,0.4689,0.4817
TON,Logistic Regression,0.0,random,8,0.5,Recon,1,0.4909,0.4522,0.4868,0.4689
TON,Logistic Regression,0.0,random,8,0.5,Recon,2,0.5065,0.4901,0.498,0.494
TON,Logistic Regression,0.0,random,8,0.5,Recon,3,0.4705,0.4686,0.4666,0.4676
TON,Logistic Regression,0.0,random,8,0.5,Exploit,1,0.4527,0.481,0.4556,0.468
TON,Logistic Regression,0.0,random,8,0.5,Exploit,2,0.4248,0.4992,0.4672,0.4826
TON,Logistic Regression,0.0,random,8,0.5,Exploit,3,0.5075,0.4014,0.6382,0.4929
TON,Logistic Regression,0.0,random,8,1.0,DoS,1,0.5012,0.5209,0.5403,0.5304
TON,Logistic Regression,0.0,random,8,1.0,DoS,2,0.4619,0.5294,0.4712,0.4986
TON,Logistic Regression,0.0,random,8,1.0,DoS,3,0.5081,0.5303,0.5336,0.5319
TON,Logistic Regression,0.0,random,8,1.0,Recon,1,0.5058,0.4557,0.5212,0.4863
TON,Logistic Regression,0.0,random,8,1.0,Recon,2,0.5045,0.4544,0.5708,0.506
TON,Logistic Regression,0.0,random,8,1.0,Recon,3,0.4577,0.5209,0.4486,0.4821
TON,Logistic Regression,0.0,random,8,1.0,Exploit,1,0.4858,0.5081,0.5101,0.5091
TON,Logistic Regression,0.0,random,8,1.0,Exploit,2,0.4507,0.4508,0.5016,0.4748
TON,Logistic Regression,0.0,random,8,1.0,Exploit,3,0.4461,0.4496,0.5298,0.4864
TON,Logistic Regression,0.1,ring,5,0.3,DoS,1,0.4331,0.3852,0.5111,0.4393
TON,Logistic Regression,0.1,ring,5,0.3,DoS,2,0.4732,0.4052,0.4611,0.4314
TON,Logistic Regression,0.1,ring,5,0.3,DoS,3,0.4104,0.4532,0.4387,0.4458
TON,Logistic Regression,0.1,ring,5,0.3,Recon,1,0.3948,0.4216,0.4089,0.4152
TON,Logistic Regression,0.1,ring,5,0.3,Recon,2,0.4364,0.4025,0.4818,0.4386
TON,Logistic Regression,0.1,ring,5,0.3,Recon,3,0.4035,0.4211,0.4114,0.4162
TON,Logistic Regression,0.1,ring,5,0.3,Exploit,1,0.3964,0.4039,0.4183,0.4109
TON,Logistic Regression,0.1,ring,5,0.3,Exploit,2,0.4206,0.4294,0.4154,0.4223
TON,Logistic Regression,0.1,ring,5,0.3,Exploit,3,0.4051,0.4324,0.3871,0.4085
TON,Logistic Regression,0.1,ring,5,0.5,DoS,1,0.4894,0.4585,0.4523,0.4554
TON,Logistic Regression,0.1,ring,5,0.5,DoS,2,0.4031,0.463,0.419,0.4399
TON,Logistic Regression,0.1,ring,5,0.5,DoS,3,0.477,0.5105,0.424,0.4633
TON,Logistic Regression,0.1,ring,5,0.5,Recon,1,0.4439,0.4257,0.4608,0.4426
TON,Logistic Regression,0.1,ring,5,0.5,Recon,2,0.4319,0.4126,0.4627,0.4362
TON,Logistic Regression,0.1,ring,5,0.5,Recon,3,0.4282,0.42,0.4687,0.443
TON,Logistic Regression,0.1,ring,5,0.5,Exploit,1,0.4208,0.4213,0.3985,0.4096
TON,Logistic Regression,0.1,ring,5,0.5,Exploit,2,0.4369,0.4624,0.4079,0.4335
TON,Logistic Regression,0.1,ring,5,0.5,Exploit,3,0.4342,0.445,0.4271,0.4359
TON,Logistic Regression,0.1,ring,5,1.0,DoS,1,0.4604,0.5285,0.4104,0.462
TON,Logistic Regression,0.1,ring,5,1.0,DoS,2,0.4654,0.473,0.4477,0.46
TON,Logistic Regression,0.1,ring,5,1.0,DoS,3,0.4492,0.4826,0.4196,0.4489
TON,Logistic Regression,0.1,ring,5,1.0,Recon,1,0.4484,0.469,0.4027,0.4333
TON,Logistic Regression,0.1,ring,5,1.0,Recon,2,0.4495,0.4843,0.3883,0.431
TON,Logistic Regression,0.1,ring,5,1.0,Recon,3,0.4572,0.4976,0.4105,0.4498
TON,Logistic Regression,0.1,ring,5,1.0,Exploit,1,0.4522,0.4198,0.4613,0.4396
TON,Logistic Regression,0.1,ring,5,1.0,Exploit,2,0.4313,0.4476,0.4467,0.4471
TON,Logistic Regression,0.1,ring,5,1.0,Exploit,3,0.4153,0.4399,0.4441,0.4419
TON,Logistic Regression,0.1,ring,8,0.3,DoS,1,0.3765,0.4449,0.4122,0.4279
TON,Logistic Regression,0.1,ring,8,0.3,DoS,2,0.4797,0.4387,0.4684,0.4531
TON,Logistic Regression,0.1,ring,8,0.3,DoS,3,0.4355,0.4624,0.4244,0.4426
TON,Logistic Regression,0.1,ring,8,0.3,Recon,1,0.4235,0.4538,0.4117,0.4317
TON,Logistic Regression,0.1,ring,8,0.3,Recon,2,0.4531,0.4151,0.4794,0.4449
TON,Logistic Regression,0.1,ring,8,0.3,Recon,3,0.483,0.4636,0.4257,0.4438
TON,Logistic Regression,0.1,ring,8,0.3,Exploit,1,0.3939,0.3672,0.4604,0.4085
TON,Logistic Regression,0.1,ring,8,0.3,Exploit,2,0.4324,0.4448,0.4159,0.4299
TON,Logistic Regression,0.1,ring,8,0.3,Exploit,3,0.3798,0.4262,0.3825,0.4032
TON,Logistic Regression,0.1,ring,8,0.5,DoS,1,0.501,0.5681,0.4191,0.4824
TON,Logistic Regression,0.1,ring,8,0.5,DoS,2,0.438,0.459,0.4895,0.4737
TON,Logistic Regression,0.1,ring,8,0.5,DoS,3,0.4298,0.4232,0.4943,0.456
TON,Logistic Regression,0.1,ring,8,0.5,Recon,1,0.4786,0.479,0.4629,0.4708
TON,Logistic Regression,0.1,ring,8,0.5,Recon,2,0.4597,0.4352,0.4457,0.4404
TON,Logistic Regression,0.1,ring,8,0.5,Recon,3,0.4411,0.4604,0.4297,0.4445
TON,Logistic Regression,0.1,ring,8,0.5,Exploit,1,0.3955,0.3877,0.4824,0.4299
TON,Logistic Regression,0.1,ring,8,0.5,Exploit,2,0.4054,0.4328,0.4294,0.4311
TON,Logistic Regression,0.1,ring,8,0.5,Exploit,3,0.3914,0.4361,0.4329,0.4345
TON,Logistic Regression,0.1,ring,8,1.0,DoS,1,0.4693,0.4735,0.4497,0.4613
TON,Logistic Regression,0.1,ring,8,1.0,DoS,2,0.4782,0.4624,0.453,0.4577
TON,Logistic Regression,0.1,ring,8,1.0,DoS,3,0.4773,0.4838,0.4895,0.4867
TON,Logistic Regression,0.1,ring,8,1.0,Recon,1,0.4499,0.4596,0.4324,0.4456
TON,Logistic Regression,0.1,ring,8,1.0,Recon,2,0.4808,0.4684,0.4606,0.4644
TON,Logistic Regression,0.1,ring,8,1.0,Recon,3,0.4749,0.48,0.4351,0.4564
TON,Logistic Regression,0.1,ring,8,1.0,Exploit,1,0.4729,0.3787,0.5053,0.4329
TON,Logistic Regression,0.1,ring,8,1.0,Exploit,2,0.4422,0.3974,0.5156,0.4488
TON,Logistic Regression,0.1,ring,8,1.0,Exploit,3,0.4465,0.4482,0.4653,0.4566
TON,Logistic Regression,0.1,fully,5,0.3,DoS,1,0.4724,0.4546,0.5221,0.486
TON,Logistic Regression,0.1,fully,5,0.3,DoS,2,0.4784,0.4799,0.457,0.4682
TON,Logistic Regression,0.1,fully,5,0.3,DoS,3,0.4885,0.4846,0.4729,0.4787
TON,Logistic Regression,0.1,fully,5,0.3,Recon,1,0.4433,0.443,0.4392,0.4411
TON,Logistic Regression,0.1,fully,5,0.3,Recon,2,0.4604,0.4714,0.4272,0.4482
TON,Logistic Regression,0.1,fully,5,0.3,Recon,3,0.4485,0.4214,0.4729,0.4457
TON,Logistic Regression,0.1,fully,5,0.3,Exploit,1,0.4788,0.4404,0.4289,0.4346
TON,Logistic Regression,0.1,fully,5,0.3,Exploit,2,0.4489,0.4398,0.4152,0.4271
TON,Logistic Regression,0.1,fully,5,0.3,Exploit,3,0.4374,0.5066,0.3834,0.4365
TON,Logistic Regression,0.1,fully,5,0.5,DoS,1,0.4791,0.4609,0.5115,0.4849
TON,Logistic Regression,0.1,fully,5,0.5,DoS,2,0.4913,0.5091,0.4608,0.4837
TON,Logistic Regression,0.1,fully,5,0.5,DoS,3,0.4923,0.496,0.5018,0.4989
TON,Logistic Regression,0.1,fully,5,0.5,Recon,1,0.4864,0.5124,0.4893,0.5006
TON,Logistic Regression,0.1,fully,5,0.5,Recon,2,0.4704,0.4213,0.4819,0.4496
TON,Logistic Regression,0.1,fully,5,0.5,Recon,3,0.4533,0.4584,0.4508,0.4545
TON,Logistic Regression,0.1,fully,5,0.5,Exploit,1,0.441,0.4356,0.4895,0.461
TON,Logistic Regression,0.1,fully,5,0.5,Exploit,2,0.4607,0.4714,0.4367,0.4534
TON,Logistic Regression,0.1,fully,5,0.5,Exploit,3,0.4238,0.4582,0.4193,0.4379
TON,Logistic Regression,0.1,fully,5,1.0,DoS,1,0.5101,0.4539,0.5143,0.4822
TON,Logistic Regression,0.1,fully,5,1.0,DoS,2,0.5251,0.5177,0.4826,0.4995
TON,Logistic Regression,0.1,fully,5,1.0,DoS,3,0.5235,0.4809,0.5957,0.5322
TON,Logistic Regression,0.1,fully,5,1.0,Recon,1,0.4408,0.4352,0.4895,0.4608
TON,Logistic Regression,0.1,fully,5,1.0,Recon,2,0.4756,0.429,0.5088,0.4655
TON,Logistic Regression,0.1,fully,5,1.0,Recon,3,0.4813,0.4852,0.4572,0.4708
TON,Logistic Regression,0.1,fully,5,1.0,Exploit,1,0.5117,0.4578,0.4808,0.469
TON,Logistic Regression,0.1,fully,5,1.0,Exploit,2,0.4523,0.4076,0.5371,0.4635
TON,Logistic Regression,0.1,fully,5,1.0,Exploit,3,0.4315,0.4344,0.4334,0.4339
TON,Logistic Regression,0.1,fully,8,0.3,DoS,1,0.4802,0.5233,0.4151,0.463
TON,Logistic Regression,0.1,fully,8,0.3,DoS,2,0.4627,0.453,0.5125,0.4809
TON,Logistic Regression,0.1,fully,8,0.3,DoS,3,0.4335,0.4757,0.4655,0.4706
TON,Logistic Regression,0.1,fully,8,0.3,Recon,1,0.443,0.4477,0.4469,0.4473
TON,Logistic Regression,0.1,fully,8,0.3,Recon,2,0.4349,0.4216,0.4553,0.4378
TON,Logistic Regression,0.1,fully,8,0.3,Recon,3,0.4737,0.4695,0.4346,0.4514
TON,Logistic Regression,0.1,fully,8,0.3,Exploit,1,0.4448,0.4219,0.4502,0.4356
TON,Logistic Regression,0.1,fully,8,0.3,Exploit,2,0.4654,0.4361,0.463,0.4492
TON,Logistic Regression,0.1,fully,8,0.3,Exploit,3,0.4931,0.4934,0.4216,0.4547
TON,Logistic Regression,0.1,fully,8,0.5,DoS,1,0.4722,0.4724,0.4716,0.472
TON,Logistic Regression,0.1,fully,8,0.5,DoS,2,0.4547,0.4641,0.5047,0.4835
TON,Logistic Regression,0.1,fully,8,0.5,DoS,3,0.4893,0.4633,0.5119,0.4864
TON,Logistic Regression,0.1,fully,8,0.5,Recon,1,0.4606,0.4201,0.4917,0.4531
TON,Logistic Regression,0.1,fully,8,0.5,Recon,2,0.5116,0.4846,0.4511,0.4673
TON,Logistic Regression,0.1,fully,8,0.5,Recon,3,0.448,0.4837,0.4555,0.4692
TON,Logistic Regression,0.1,fully,8,0.5,Exploit,1,0.4215,0.4832,0.3967,0.4357
TON,Logistic Regression,0.1,fully,8,0.5,Exploit,2,0.4375,0.4382,0.4405,0.4393
TON,Logistic Regression,0.1,fully,8,0.5,Exploit,3,0.4662,0.4323,0.451,0.4415
TON,Logistic Regression,0.1,fully,8,1.0,DoS,1,0.5061,0.4411,0.5335,0.4829
TON,Logistic Regression,0.1,fully,8,1.0,DoS,2,0.4715,0.4838,0.5225,0.5024
TON,Logistic Regression,0.1,fully,8,1.0,DoS,3,0.5071,0.4822,0.4855,0.4838
TON,Logistic Regression,0.1,fully,8,1.0,Recon,1,0.473,0.4569,0.462,0.4595
TON,Logistic Regression,0.1,fully,8,1.0,Recon,2,0.4176,0.4703,0.4121,0.4393
TON,Logistic Regression,0.1,fully,8,1.0,Recon,3,0.5018,0.4874,0.4728,0.48
TON,Logistic Regression,0.1,fully,8,1.0,Exploit,1,0.473,0.4019,0.5754,0.4733
TON,Logistic Regression,0.1,fully,8,1.0,Exploit,2,0.4767,0.4612,0.4731,0.4671
TON,Logistic Regression,0.1,fully,8,1.0,Exploit,3,0.4732,0.4951,0.4599,0.4768
TON,Logistic Regression,0.1,random,5,0.3,DoS,1,0.4361,0.4136,0.4419,0.4273
TON,Logistic Regression,0.1,random,5,0.3,DoS,2,0.4576,0.4576,0.4212,0.4386
TON,Logistic Regression,0.1,random,5,0.3,DoS,3,0.4623,0.365,0.6107,0.4569
TON,Logistic Regression,0.1,random,5,0.3,Recon,1,0.4242,0.4469,0.4809,0.4633
TON,Logistic Regression,0.1,random,5,0.3,Recon,2,0.4756,0.4539,0.4531,0.4535
TON,Logistic Regression,0.1,random,5,0.3,Recon,3,0.4468,0.4529,0.4262,0.4392
TON,Logistic Regression,0.1,random,5,0.3,Exploit,1,0.463,0.5038,0.3835,0.4355
TON,Logistic Regression,0.1,random,5,0.3,Exploit,2,0.4245,0.4147,0.3887,0.4013
TON,Logistic Regression,0.1,random,5,0.3,Exploit,3,0.4667,0.4302,0.4566,0.443
TON,Logistic Regression,0.1,random,5,0.5,DoS,1,0.4782,0.5611,0.4254,0.4839
TON,Logistic Regression,0.1,random,5,0.5,DoS,2,0.4528,0.4532,0.472,0.4624
TON,Logistic Regression,0.1,random,5,0.5,DoS,3,0.4716,0.3738,0.5868,0.4566
TON,Logistic Regression,0.1,random,5,0.5,Recon,1,0.4948,0.4407,0.4714,0.4555
TON,Logistic Regression,0.1,random,5,0.5,Recon,2,0.4583,0.4889,0.4172,0.4502
TON,Logistic Regression,0.1,random,5,0.5,Recon,3,0.4899,0.4708,0.4543,0.4624
TON,Logistic Regression,0.1,random,5,0.5,Exploit,1,0.4486,0.4557,0.4269,0.4408
TON,Logistic Regression,0.1,random,5,0.5,Exploit,2,0.4807,0.4478,0.4242,0.4357
TON,Logistic Regression,0.1,random,5,0.5,Exploit,3,0.4614,0.4485,0.424,0.4359
TON,Logistic Regression,0.1,random,5,1.0,DoS,1,0.4494,0.4975,0.4968,0.4971
TON,Logistic Regression,0.1,random,5,1.0,DoS,2,0.5297,0.4212,0.5793,0.4878
TON,Logistic Regression,0.1,random,5,1.0,DoS,3,0.4662,0.5125,0.4559,0.4825
TON,Logistic Regression,0.1,random,5,1.0,Recon,1,0.4362,0.4445,0.4292,0.4367
TON,Logistic Regression,0.1,random,5,1.0,Recon,2,0.508,0.4552,0.4501,0.4526
TON,Logistic Regression,0.1,random,5,1.0,Recon,3,0.4912,0.504,0.4447,0.4725
TON,Logistic Regression,0.1,random,5,1.0,Exploit,1,0.4312,0.4665,0.478,0.4722
TON,Logistic Regression,0.1,random,5,1.0,Exploit,2,0.429,0.4715,0.4252,0.4472
TON,Logistic Regression,0.1,random,5,1.0,Exploit,3,0.4785,0.4266,0.4702,0.4474
TON,Logistic Regression,0.1,random,8,0.3,DoS,1,0.4844,0.4908,0.4532,0.4712
TON,Logistic Regression,0.1,random,8,0.3,DoS,2,0.4358,0.4654,0.4537,0.4594
TON,Logistic Regression,0.1,random,8,0.3,DoS,3,0.4337,0.4317,0.4228,0.4272
TON,Logistic Regression,0.1,random,8,0.3,Recon,1,0.4936,0.5053,0.419,0.4581
TON,Logistic Regression,0.1,random,8,0.3,Recon,2,0.4349,0.4145,0.4362,0.425
TON,Logistic Regression,0.1,random,8,0.3,Recon,3,0.5038,0.5224,0.4405,0.478
TON,Logistic Regression,0.1,random,8,0.3,Exploit,1,0.4419,0.3977,0.4545,0.4242
TON,Logistic Regression,0.1,random,8,0.3,Exploit,2,0.4113,0.4063,0.4209,0.4135
TON,Logistic Regression,0.1,random,8,0.3,Exploit,3,0.4054,0.4433,0.4651,0.4539
TON,Logistic Regression,0.1,random,8,0.5,DoS,1,0.4844,0.4616,0.5055,0.4826
TON,Logistic Regression,0.1,random,8,0.5,DoS,2,0.4897,0.4655,0.4822,0.4737
TON,Logistic Regression,0.1,random,8,0.5,DoS,3,0.4663,0.4365,0.4687,0.452
TON,Logistic Regression,0.1,random,8,0.5,Recon,1,0.4658,0.3975,0.5074,0.4458
TON,Logistic Regression,0.1,random,8,0.5,Recon,2,0.4326,0.4705,0.4732,0.4718
TON,Logistic Regression,0.1,random,8,0.5,Recon,3,0.4785,0.4158,0.5289,0.4656
TON,Logistic Regression,0.1,random,8,0.5,Exploit,1,0.4262,0.3969,0.4732,0.4317
TON,Logistic Regression,0.1,random,8,0.5,Exploit,2,0.455,0.4229,0.4634,0.4423
TON,Logistic Regression,0.1,random,8,0.5,Exploit,3,0.4457,0.4677,0.4124,0.4383
TON,Logistic Regression,0.1,random,8,1.0,DoS,1,0.4432,0.4486,0.5037,0.4745
TON,Logistic Regression,0.1,random,8,1.0,DoS,2,0.4422,0.4787,0.5005,0.4894
TON,Logistic Regression,0.1,random,8,1.0,DoS,3,0.5102,0.4499,0.5075,0.477
TON,Logistic Regression,0.1,random,8,1.0,Recon,1,0.467,0.3962,0.4933,0.4395
TON,Logistic Regression,0.1,random,8,1.0,Recon,2,0.4738,0.463,0.51,0.4854
TON,Logistic Regression,0.1,random,8,1.0,Recon,3,0.4516,0.4044,0.5732,0.4742
TON,Logistic Regression,0.1,random,8,1.0,Exploit,1,0.4461,0.4973,0.4122,0.4508
TON,Logistic Regression,0.1,random,8,1.0,Exploit,2,0.5009,0.4905,0.4269,0.4565
TON,Logistic Regression,0.1,random,8,1.0,Exploit,3,0.4828,0.4458,0.4469,0.4463
TON,Logistic Regression,0.2,ring,5,0.3,DoS,1,0.3739,0.423,0.3655,0.3922
TON,Logistic Regression,0.2,ring,5,0.3,DoS,2,0.3975,0.4093,0.4241,0.4165
TON,Logistic Regression,0.2,ring,5,0.3,DoS,3,0.4203,0.4085,0.3923,0.4003
TON,Logistic Regression,0.2,ring,5,0.3,Recon,1,0.4045,0.3952,0.391,0.3931
TON,Logistic Regression,0.2,ring,5,0.3,Recon,2,0.398,0.4026,0.3606,0.3804
TON,Logistic Regression,0.2,ring,5,0.3,Recon,3,0.4252,0.4228,0.446,0.4341
TON,Logistic Regression,0.2,ring,5,0.3,Exploit,1,0.3872,0.4211,0.3747,0.3965
TON,Logistic Regression,0.2,ring,5,0.3,Exploit,2,0.363,0.3952,0.364,0.379
TON,Logistic Regression,0.2,ring,5,0.3,Exploit,3,0.3988,0.3815,0.3762,0.3788
TON,Logistic Regression,0.2,ring,5,0.5,DoS,1,0.3924,0.3657,0.4959,0.4209
TON,Logistic Regression,0.2,ring,5,0.5,DoS,2,0.4127,0.3717,0.4598,0.4111
TON,Logistic Regression,0.2,ring,5,0.5,DoS,3,0.3979,0.3911,0.4357,0.4122
TON,Logistic Regression,0.2,ring,5,0.5,Recon,1,0.4199,0.4431,0.3702,0.4034
TON,Logistic Regression,0.2,ring,5,0.5,Recon,2,0.4021,0.3964,0.4251,0.4102
TON,Logistic Regression,0.2,ring,5,0.5,Recon,3,0.3974,0.4324,0.3988,0.4149
TON,Logistic Regression,0.2,ring,5,0.5,Exploit,1,0.4181,0.3396,0.4882,0.4005
TON,Logistic Regression,0.2,ring,5,0.5,Exploit,2,0.4479,0.403,0.4202,0.4114
TON,Logistic Regression,0.2,ring,5,0.5,Exploit,3,0.3862,0.3933,0.3805,0.3868
TON,Logistic Regression,0.2,ring,5,1.0,DoS,1,0.4407,0.4351,0.442,0.4385
TON,Logistic Regression,0.2,ring,5,1.0,DoS,2,0.4559,0.4941,0.4178,0.4527
TON,Logistic Regression,0.2,ring,5,1.0,DoS,3,0.4686,0.4312,0.4754,0.4522
TON,Logistic Regression,0.2,ring,5,1.0,Recon,1,0.455,0.4413,0.3804,0.4086
